Date;Price 
06/03/2020;1674.3
05/03/2020;1670
04/03/2020;1645.2
03/03/2020;1646.6
02/03/2020;1597.1
28/02/2020;1569.3
27/02/2020;1645.3
26/02/2020;1643.1
25/02/2020;1650
24/02/2020;1676.6
21/02/2020;1648.8
20/02/2020;1620.5
19/02/2020;1611.8
18/02/2020;1603.6
17/02/2020;1603.6
14/02/2020;1586.4
13/02/2020;1578.8
12/02/2020;1571.6
11/02/2020;1570.1
10/02/2020;1579.5
07/02/2020;1573.4
06/02/2020;1570
05/02/2020;1562.8
04/02/2020;1555.5
03/02/2020;1582.4
31/01/2020;1587.9
30/01/2020;1589.2
29/01/2020;1573.5
28/01/2020;1572.8
27/01/2020;1580.6
24/01/2020;1575.2
23/01/2020;1568.8
22/01/2020;1560
21/01/2020;1560.8
20/01/2020;1557.9
17/01/2020;1563.6
16/01/2020;1553.7
15/01/2020;1557.2
14/01/2020;1548
13/01/2020;1553.7
10/01/2020;1563.6
09/01/2020;1557.8
08/01/2020;1563.8
07/01/2020;1577.6
06/01/2020;1572
03/01/2020;1555.5
02/01/2020;1531.4
31/12/2019;1526.5
30/12/2019;1521.6
27/12/2019;1518.1
26/12/2019;1514.4
24/12/2019;1504.8
23/12/2019;1488.7
20/12/2019;1480.9
19/12/2019;1484.4
18/12/2019;1478.7
17/12/2019;1480.6
16/12/2019;1480.5
13/12/2019;1481.2
12/12/2019;1472.3
11/12/2019;1475
10/12/2019;1468.1
09/12/2019;1464.9
06/12/2019;1465.1
05/12/2019;1483.1
04/12/2019;1480.2
03/12/2019;1484.4
02/12/2019;1469.2
29/11/2019;1472.7
28/11/2019;1472.7
27/11/2019;1460.8
26/11/2019;1464.4
25/11/2019;1460.5
22/11/2019;1467.3
21/11/2019;1467.1
20/11/2019;1477.5
19/11/2019;1477.8
18/11/2019;1475.4
15/11/2019;1472
14/11/2019;1476.9
13/11/2019;1466.8
12/11/2019;1457.2
11/11/2019;1460.6
08/11/2019;1466.4
07/11/2019;1469.9
06/11/2019;1496.8
05/11/2019;1487.6
04/11/2019;1514.7
01/11/2019;1514.9
31/10/2019;1518.3
30/10/2019;1500.2
29/10/2019;1490.7
28/10/2019;1495.8
25/10/2019;1505.3
24/10/2019;1504.7
23/10/2019;1495.7
22/10/2019;1487.5
21/10/2019;1488.1
18/10/2019;1494.1
17/10/2019;1498.3
16/10/2019;1494
15/10/2019;1483.5
14/10/2019;1497.6
11/10/2019;1488.7
10/10/2019;1500.9
09/10/2019;1512.8
08/10/2019;1503.9
07/10/2019;1504.4
04/10/2019;1512.9
03/10/2019;1513.8
02/10/2019;1507.9
01/10/2019;1489
30/09/2019;1472.9
27/09/2019;1506.4
26/09/2019;1511.7
25/09/2019;1508.9
24/09/2019;1536.6
23/09/2019;1527.8
20/09/2019;1512
19/09/2019;1503.4
